,µ¯Ä»³öÏÖÊ±¼ä,µ¯Ä»Ä£Ê½,µ¯Ä»×ÖÌå´óÐ¡,µ¯Ä»Ê®Áù½øÖÆÑÕÉ«,µ¯Ä»³Ø(0ÎªÆÕÍ¨³Ø£¬1Îª×ÖÄ»³Ø£¬2ÎªÌØÊâ³Ø),µ¯Ä»·¢ËÍÕß¼ÓÃÜid,µ¯Ä»id,µ¯Ä»ÄÚÈÝ
255,12.03400,¹ö¶¯µ¯Ä»,25,0xffffff,0,b1cafbf3,46001567605719045,1
256,11.13100,¹ö¶¯µ¯Ä»,25,0xffffff,0,43be5d4d,45999886760935429,222
257,10.43800,¹ö¶¯µ¯Ä»,25,0xffffff,0,30bb87b1,45998493160964101,1
258,8.84200,¹ö¶¯µ¯Ä»,25,0xffffff,0,a97a4d26,45998072262557703,1111
259,13.33800,¹ö¶¯µ¯Ä»,25,0xffffff,0,8c158e42,45998070458482691,111
260,14.07000,¹ö¶¯µ¯Ä»,25,0xffffff,0,7bfe1720,45997503107039239,2
261,11.28000,¹ö¶¯µ¯Ä»,25,0xffffff,0,27f7eeb2,45996845483687941,1
262,12.59900,¹ö¶¯µ¯Ä»,25,0xffffff,0,62abbc48,45996651658608643,1
263,13.13900,¹ö¶¯µ¯Ä»,25,0xffffff,0,fb51c176,45996353384873989,2
264,12.23600,¹ö¶¯µ¯Ä»,25,0xffffff,0,dfd04228,45995826826706951,1
265,13.32600,¹ö¶¯µ¯Ä»,25,0xffffff,0,65d71b7b,45995442084773891,1
266,9.87500,¹ö¶¯µ¯Ä»,25,0xffffff,0,3ba4c002,45995302377226247,1
267,225.98700,¹ö¶¯µ¯Ä»,25,0xfef102,0,b3465899,45995283774439429,ÉÏ¿»°É£¬¶¼×¼±¸ºÃÁË
268,13.21700,¹ö¶¯µ¯Ä»,25,0xffffff,0,54d014,45995135394119685,1
269,10.98700,¹ö¶¯µ¯Ä»,25,0xffffff,0,5edfaeb3,45995106010923015,1
270,34.10100,¹ö¶¯µ¯Ä»,25,0xffffff,0,cd0ba849,45995088872996867,ÎÒ19.3
271,13.79300,¹ö¶¯µ¯Ä»,25,0xffffff,0,cd0ba849,45995078229950471,1
272,12.92800,¹ö¶¯µ¯Ä»,25,0xffffff,0,f17469d7,45995060280426499,1
273,14.45500,¹ö¶¯µ¯Ä»,25,0xffffff,0,cca81319,45995052499992581,1
274,12.43500,¹ö¶¯µ¯Ä»,25,0xffffff,0,7c90bd6a,45994762838212611,2
275,13.54200,¹ö¶¯µ¯Ä»,25,0xffffff,0,cda52c09,45994468506075141,1
276,9.41400,¹ö¶¯µ¯Ä»,25,0xffffff,0,c8203c77,45994384230973447,0
277,53.30700,¹ö¶¯µ¯Ä»,25,0xffffff,0,4fae9999,45994324617330691,°¡Õâ
278,15.08000,¹ö¶¯µ¯Ä»,25,0xffffff,0,ccaf3225,45994276543791109,1
279,13.90200,¹ö¶¯µ¯Ä»,25,0xffffff,0,e054fea5,45994121485615107,2
280,12.02100,¹ö¶¯µ¯Ä»,25,0xffffff,0,f9dd9048,45993255177814023,1
281,22.59500,¹ö¶¯µ¯Ä»,25,0xffffff,0,d1a6582b,45993222914703363,18.9
282,15.38300,¹ö¶¯µ¯Ä»,25,0xffffff,0,7e7e8045,45993017033097221,2
283,13.09900,¹ö¶¯µ¯Ä»,25,0xffffff,0,4558bf27,45992686774124547,1
284,10.78600,¹ö¶¯µ¯Ä»,25,0xffffff,0,12c5c596,45992437749383173,1
285,70.28500,¹ö¶¯µ¯Ä»,25,0xffffff,0,880c56ce,45992434315296775,±ÌÉúÔ´£ºÄã°ÑÎÒIQSÂë´ò³öÀ´µÃÁËßÂ
286,12.98000,¹ö¶¯µ¯Ä»,25,0xffffff,0,890d952a,45992277778104327,1
287,137.09800,¹ö¶¯µ¯Ä»,25,0xffffff,0,a687a2f3,45992242901942279,¶«·½Ê÷Ò¶yyds
288,12.55700,¹ö¶¯µ¯Ä»,25,0xffffff,0,28fc7b78,45992236008079367,1
289,12.33500,¹ö¶¯µ¯Ä»,25,0xffffff,0,29c5f48c,45992188776022021,1
290,6.82800,¹ö¶¯µ¯Ä»,25,0xffffff,0,594f76e,45992175530934279,0
291,33.28500,¹ö¶¯µ¯Ä»,25,0xffffff,0,d73675d,45991832065146949,·ÊÕ¬ÂäÀá
292,13.06800,¹ö¶¯µ¯Ä»,25,0xffffff,0,2b7cff04,45990590521278469,1
293,9.61200,¹ö¶¯µ¯Ä»,25,0xffffff,0,cd8cdd70,45982499163078659,1
294,10.39400,¹ö¶¯µ¯Ä»,25,0xffffff,0,d20453e8,45982042457374727,00000000
295,9.25700,¹ö¶¯µ¯Ä»,25,0xffffff,0,38c16a65,45978884239261703,1
296,181.82700,¹ö¶¯µ¯Ä»,25,0xffffff,0,6d41ddc1,45972755568918531,ºÃ¿É°®°¡°¡°¡
297,12.55900,¹ö¶¯µ¯Ä»,25,0xffffff,0,29195ec0,45972702033870853,2
298,16.20300,¹ö¶¯µ¯Ä»,25,0xffffff,0,68e23343,45972140735856643,1
299,13.90700,¹ö¶¯µ¯Ä»,25,0xffffff,0,86e090b4,45972070912753667,2
300,9.88900,¹ö¶¯µ¯Ä»,25,0xffffff,0,21a5cc41,45952006132072451,1
301,10.18300,¹ö¶¯µ¯Ä»,25,0xffffff,0,3b692c36,45951969726038019,1
302,13.70500,¹ö¶¯µ¯Ä»,25,0xffffff,0,a2cd9a46,45948348913418243,1
303,14.23400,¹ö¶¯µ¯Ä»,25,0xffffff,0,89598e39,45945678616592389,1
304,13.96600,¹ö¶¯µ¯Ä»,25,0xffffff,0,17e4d0d0,45942929985896455,2
305,10.35000,¹ö¶¯µ¯Ä»,25,0xffffff,0,1a5416f9,45940337734057987,1
306,24.38200,¹ö¶¯µ¯Ä»,25,0xffffff,0,f6050831,45937531001765893,1
307,9.37200,¹ö¶¯µ¯Ä»,25,0xffffff,0,6bbe75d7,45932321262534661,1
308,11.23600,¹ö¶¯µ¯Ä»,25,0xffffff,0,55b2d60e,45931575069638661,1
309,10.13100,¹ö¶¯µ¯Ä»,25,0xffffff,0,d0e48f8a,45931376147955719,000000
310,15.08100,¹ö¶¯µ¯Ä»,25,0xffffff,0,e75d002a,45928620541083653,1
311,11.71800,¹ö¶¯µ¯Ä»,25,0xffffff,0,a01ca0ca,45925725059416067,1
312,10.70600,¹ö¶¯µ¯Ä»,25,0xffffff,0,4d5747cf,45923518108401671,1111
313,9.16800,¹ö¶¯µ¯Ä»,25,0xffffff,0,93ea99c6,45918440566292485,1
314,9.28700,¹ö¶¯µ¯Ä»,25,0xffffff,0,9f2533d6,45909896367964163,1
315,13.54400,¹ö¶¯µ¯Ä»,25,0xffffff,0,83503531,45908178116804615,1111
316,79.61300,¹ö¶¯µ¯Ä»,25,0xffffff,0,46931290,45906732099043335,¹þ¹þ¹þÐ¦ËÀÎÒÁËÄÇ¸öË®Æ¿¡£
317,25.89700,¹ö¶¯µ¯Ä»,25,0xffffff,0,46931290,45906686459772933,25¡­¡­¸Õ¸ÕºÃ£¬ÎÒ¶ª°¡£¬Í´¿à¡£
318,13.69400,¹ö¶¯µ¯Ä»,25,0xffffff,0,bf976513,45905469545381891,1
319,15.39100,¹ö¶¯µ¯Ä»,25,0xffffff,0,41d922a3,45905108218150919,µ¯Ä»È«ÊÇ0£¬Ì«¿ÉÅÂÁË
320,17.86400,¹ö¶¯µ¯Ä»,25,0xffffff,0,ffb2b0c9,45904913453023239,2
321,21.12300,¹ö¶¯µ¯Ä»,25,0xffffff,0,b86c447e,45904897652031491,2
322,19.25400,¹ö¶¯µ¯Ä»,25,0xffffff,0,9dc0a895,45904481192771589,3
323,11.64300,¹ö¶¯µ¯Ä»,25,0xffffff,0,4a44ebb1,45904134286082055,1
324,15.29900,¹ö¶¯µ¯Ä»,25,0xffffff,0,6eaba0e0,45903923261210631,2
325,10.72900,¹ö¶¯µ¯Ä»,25,0xffffff,0,aff04983,45903830481108997,2
326,7.43900,¶¥¶Ëµ¯Ä»,25,0xe70012,0,8f68e863,45903676927639557,00000
327,17.33300,¹ö¶¯µ¯Ä»,25,0xffffff,0,b4cf0216,45903558296993797,1
328,11.21200,¹ö¶¯µ¯Ä»,25,0xffffff,0,268cfeca,45903498845356035,1
329,11.77900,¹ö¶¯µ¯Ä»,25,0xffffff,0,fb5af69f,45903460795154437,2
330,14.06100,¹ö¶¯µ¯Ä»,25,0xffffff,0,668f344b,45902472985706501,2
331,80.03000,¹ö¶¯µ¯Ä»,25,0xffffff,0,bff60d79,45902188053004291,¹ýÓÚÐÎÏó
332,13.42400,¹ö¶¯µ¯Ä»,25,0xffffff,0,6ca8dee7,45901816769019909,1
333,13.51700,¹ö¶¯µ¯Ä»,25,0xffffff,0,2dc969e8,45901708165382151,1
334,18.65000,¹ö¶¯µ¯Ä»,25,0xffffff,0,45421fd5,45901526279389191,2
335,14.06400,¹ö¶¯µ¯Ä»,25,0xffffff,0,f4ef887a,45900688848322565,2
336,13.44300,¹ö¶¯µ¯Ä»,25,0xffffff,0,88608469,45900613808029703,2
337,13.00700,¹ö¶¯µ¯Ä»,25,0xffffff,0,1394b68c,45900400414425093,1
338,4.41900,¹ö¶¯µ¯Ä»,25,0xffffff,0,dd68ccd,45900160795934725,34
339,15.10400,¹ö¶¯µ¯Ä»,25,0xffffff,0,56cdbb42,45900020328693763,1
340,9.57700,¹ö¶¯µ¯Ä»,25,0xffffff,0,bd30260,45900011067146243,1
341,17.07700,¹ö¶¯µ¯Ä»,25,0xffffff,0,3ab46745,45899823104131075,1
342,14.65000,¹ö¶¯µ¯Ä»,25,0xffffff,0,426dce88,45899699350142981,2
343,233.53700,¹ö¶¯µ¯Ä»,25,0xffffff,0,3f5bff85,45899545407127555,ÉÏ¿»²»ÊÇ³Ô·¹Âð£¬ÄÇ¿»¾Í¿ÉÒÔ³Ô·¹£¬»¹¿ÉÒÔ×ø×Åßëà¾£¬ÄãÃÇÏëÉ¶ÄØ£¿Ò»ÌìÌìµÄ
344,11.74700,¹ö¶¯µ¯Ä»,25,0xffffff,0,3f5bff85,45899405467844615,11111111
345,13.19000,¹ö¶¯µ¯Ä»,25,0xffffff,0,5365f48d,45898901121138693,1
346,14.75700,¹ö¶¯µ¯Ä»,25,0xffffff,0,3fcdef99,45898433450999815,2
347,68.32900,¹ö¶¯µ¯Ä»,25,0xffffff,0,7d864a6a,45893998246625287,ÂíÌã£¿
348,11.87900,¹ö¶¯µ¯Ä»,25,0xffffff,0,a93ad11a,45886786547744771,1
349,199.10200,¹ö¶¯µ¯Ä»,25,0xffffff,0,bb7933c,45885819940503559,Áé»ê»­ÊÖ
350,11.68500,¹ö¶¯µ¯Ä»,25,0xffffff,0,b86840c8,45882882769551363,1
351,10.12200,¹ö¶¯µ¯Ä»,25,0xffffff,0,359c757f,45880791522607111,111
352,14.20700,¹ö¶¯µ¯Ä»,25,0xffffff,0,69041d4e,45879007695601671,1
353,14.85700,¹ö¶¯µ¯Ä»,25,0xffffff,0,906e3ff8,45860213393195075,2
354,16.13500,¹ö¶¯µ¯Ä»,25,0xffffff,0,746e4ed2,45858709223505927,ÎÒÊÇ0£¬Ò®£¡
355,14.47500,¹ö¶¯µ¯Ä»,25,0xffffff,0,35c9f9e1,45857914760986631,1
356,8.77900,¹ö¶¯µ¯Ä»,25,0xffffff,0,e96af858,45856855287660551,1111111
357,11.46600,¹ö¶¯µ¯Ä»,25,0xffffff,0,1d03555f,45853792192692229,1
358,11.26500,¹ö¶¯µ¯Ä»,25,0xffffff,0,3643dbe9,45852767336529927,1
359,8.37900,¹ö¶¯µ¯Ä»,25,0xffffff,0,42fa8d68,45851482477559815,1
360,13.61400,¹ö¶¯µ¯Ä»,25,0xffffff,0,a9f799c2,45850241447493639,2
361,11.25700,¹ö¶¯µ¯Ä»,25,0xffffff,0,634e6350,45847232395608071,1
362,16.38700,¹ö¶¯µ¯Ä»,25,0xffffff,0,19961bb2,45838751596806147,1
363,3.37900,¹ö¶¯µ¯Ä»,25,0xffffff,0,41123582,45837209824133123,àÅ
364,12.49000,¹ö¶¯µ¯Ä»,25,0xffffff,0,5005a426,45834800377888771,2
365,12.69900,¹ö¶¯µ¯Ä»,25,0xffffff,0,b57b9abf,45833458859638787,1
366,11.07000,¹ö¶¯µ¯Ä»,25,0xffffff,0,70455c35,45832863868256259,1
367,18.00900,¹ö¶¯µ¯Ä»,25,0xffffff,0,179ab2a9,45826787974840327,2
368,12.05300,¹ö¶¯µ¯Ä»,25,0xffffff,0,32d44a3e,45820533720219655,1
369,10.71300,¹ö¶¯µ¯Ä»,25,0xffffff,0,c1b7553,45819043797008387,1
370,14.81900,¹ö¶¯µ¯Ä»,25,0xffffff,0,bdce245e,45818963859865667,2
371,15.15600,¹ö¶¯µ¯Ä»,25,0xffffff,0,5309f73e,45816487942815749,1
372,32.30900,¹ö¶¯µ¯Ä»,25,0xffffff,0,5309f73e,45816227020931075,1
373,11.31600,¹ö¶¯µ¯Ä»,25,0xffffff,0,616c98d5,45815498150510597,1
374,12.86100,¹ö¶¯µ¯Ä»,25,0xffffff,0,ffc2103c,45814443593957379,9
375,13.03800,¹ö¶¯µ¯Ä»,25,0xffffff,0,559e52ea,45813236563443717,22
376,36.92300,¹ö¶¯µ¯Ä»,25,0xffffff,0,fe4e1ef7,45812821963309059,1
377,23.76300,¹ö¶¯µ¯Ä»,25,0xffffff,0,34d75b6c,45812385334165509,2
378,11.53700,¹ö¶¯µ¯Ä»,25,0xffffff,0,1149b369,45812146616401925,1
379,431.71800,¹ö¶¯µ¯Ä»,25,0xffffff,0,66dc591e,45812004543791107,Öð½¥Íü¼Ç±êÌâ
380,14.16900,¹ö¶¯µ¯Ä»,25,0xffffff,0,60cd30b,45811231744327683,2
381,7.88100,¹ö¶¯µ¯Ä»,25,0xffffff,0,40f6ece7,45810610381783047,0
382,24.19700,¹ö¶¯µ¯Ä»,25,0xffffff,0,3b17e803,45810411024941059,22222222
383,11.29500,¹ö¶¯µ¯Ä»,25,0xffffff,0,11949baa,45808922994409475,11
384,8.96700,¹ö¶¯µ¯Ä»,25,0xffffff,0,52f4cff6,45808471374823429,1
385,13.88000,¹ö¶¯µ¯Ä»,25,0xffffff,0,95a6299f,45807756069306375,1
386,15.48100,¹ö¶¯µ¯Ä»,25,0xffffff,0,7c5b167c,45807374580056067,2
387,11.66200,¹ö¶¯µ¯Ä»,25,0xffffff,0,300435b6,45806448672768007,1
388,11.10300,¹ö¶¯µ¯Ä»,25,0xffffff,0,a5b23b4b,45806350350417991,1
389,13.20600,¹ö¶¯µ¯Ä»,25,0xffffff,0,63c039fd,45806168212766723,1
390,11.32300,¹ö¶¯µ¯Ä»,25,0xffffff,0,35442671,45806069291155463,1
391,19.72000,¹ö¶¯µ¯Ä»,25,0xffffff,0,2016fd53,45805633559068675,1
392,11.77400,¹ö¶¯µ¯Ä»,25,0xffffff,0,69c52f6b,45805295137456133,2
393,19.98100,¹ö¶¯µ¯Ä»,25,0xffffff,0,f52b701f,45805274125565955,2
394,11.74700,¹ö¶¯µ¯Ä»,25,0xffffff,0,c1dc9825,45804447354322947,1
395,12.64000,¹ö¶¯µ¯Ä»,25,0xffffff,0,6ee35b5c,45804265855778821,1
396,18.35000,¹ö¶¯µ¯Ä»,25,0xffffff,0,78ba5bed,45799854887665669,1
397,11.10500,¹ö¶¯µ¯Ä»,25,0xffffff,0,52a08f0b,45797996151439367,2
398,16.36800,¹ö¶¯µ¯Ä»,25,0xffffff,0,d0bc8be7,45797433328271367,0
399,308.02200,¹ö¶¯µ¯Ä»,25,0xffffff,0,69a7b0fb,45796880322396163,Äã¸ô×ÅÕÐÉÌÄØ
400,10.75600,¹ö¶¯µ¯Ä»,25,0xffffff,0,2b00f776,45794236532523015,1
401,13.43700,¹ö¶¯µ¯Ä»,25,0xffffff,0,64648765,45789693237264391,0000
402,61.63500,¹ö¶¯µ¯Ä»,25,0xffffff,0,705816c3,45789044231634951,£¿£¿£¿£¿
403,12.55900,¹ö¶¯µ¯Ä»,25,0xffffff,0,472de3a,45788594908954629,1
404,11.02300,¹ö¶¯µ¯Ä»,25,0xffffff,0,66bc24db,45786824529936387,0
405,9.55900,¹ö¶¯µ¯Ä»,25,0xffffff,0,943ce352,45785760988659717,1
406,11.42600,¹ö¶¯µ¯Ä»,25,0xffffff,0,60605f48,45784994093727747,1
407,9.75500,¹ö¶¯µ¯Ä»,25,0xffffff,0,e634d6f8,45779277752827911,1
408,25.91800,¹ö¶¯µ¯Ä»,25,0xffffff,0,c7234f92,45777477973311493,26
409,9.71900,¹ö¶¯µ¯Ä»,25,0xffffff,0,b0e2d066,45770549203828741,1
410,13.18500,¹ö¶¯µ¯Ä»,25,0xffffff,0,1006805,45769578003300357,2
411,13.09900,¹ö¶¯µ¯Ä»,25,0xffffff,0,b238c02e,45768166326403077,1
412,13.37900,¹ö¶¯µ¯Ä»,25,0xffffff,0,45b92042,45767605155266565,2
413,12.01900,¹ö¶¯µ¯Ä»,25,0xffffff,0,8f9b146f,45766093630341125,2
414,5.77900,¹ö¶¯µ¯Ä»,25,0xffffff,0,448ff494,45765476554899461,1
415,367.45700,¹ö¶¯µ¯Ä»,25,0xffffff,0,4b9ecb44,45764998828392451,¹þ¹þ¹þ¹þ¹þ¹þ¹þ¹þ¹þ¹þ¹þ¹þ
416,333.13600,¹ö¶¯µ¯Ä»,25,0xffffff,0,4b9ecb44,45764977563271171,¹þ¹þ¹þ
417,8.45900,¹ö¶¯µ¯Ä»,25,0xffffff,0,c0a54c6a,45759950221737991,1
418,9.78900,¹ö¶¯µ¯Ä»,25,0xffffff,0,b1a1b475,45759213809434631,1
419,0.59900,¹ö¶¯µ¯Ä»,25,0xffffff,0,307e104c,45758259150192645,1
420,35.11200,¹ö¶¯µ¯Ä»,25,0xffffff,0,81d1d546,45757001287335939,29
421,14.10900,¹ö¶¯µ¯Ä»,25,0xffffff,0,ff81652e,45756499475562499,2222
422,450.92400,¹ö¶¯µ¯Ä»,25,0xffffff,0,19df6bbc,45755627298881539,¹þ¹þ¹þ
423,132.58500,¹ö¶¯µ¯Ä»,25,0xffffff,0,19df6bbc,45755461031952391,¹þ¹þ¹þ½Ó²»µ½¹ã¸æÁË
424,11.26500,¹ö¶¯µ¯Ä»,25,0xffffff,0,e675d34b,45748994904162373,1
425,13.42600,¹ö¶¯µ¯Ä»,25,0xffffff,0,2ac49d7b,45747365647220743,0000
426,11.93500,¹ö¶¯µ¯Ä»,25,0xffffff,0,bb428902,45746320042885123,1
427,12.02000,¹ö¶¯µ¯Ä»,25,0xffffff,0,4bc386b2,45739844023877635,1
428,6.71900,¹ö¶¯µ¯Ä»,25,0xffffff,0,48ed71c,45738702284521479,23
429,25.63300,¹ö¶¯µ¯Ä»,25,0xffffff,0,1f41e3ab,45731802883555331,ÆäÊµÉú»îÀï18.5-25µÄ¿ÖÅÂÊÇ¼õ·Ê×îÄÑµÄ£¬»ùÊýÒ»Ð¡Ð§¹û¾ÍºÜ²»Ã÷ÏÔ
430,17.44600,¹ö¶¯µ¯Ä»,25,0xffffff,0,967e34bc,45725438532124675,1
431,12.49200,¹ö¶¯µ¯Ä»,25,0xffffff,0,d073b65f,45724519981645827,1
432,27.37100,¹ö¶¯µ¯Ä»,25,0xffffff,0,3da52728,45722896241786885,2
433,12.12400,¹ö¶¯µ¯Ä»,25,0xffffff,0,4f909e18,45722422517694469,1
434,11.13300,¹ö¶¯µ¯Ä»,25,0xffffff,0,3109ea0a,45721575768981509,1
435,14.90200,¹ö¶¯µ¯Ä»,25,0xffffff,0,d86533cf,45721320452784135,2
436,201.59400,¹ö¶¯µ¯Ä»,25,0xffffff,0,dddae3c1,45720729548750853,À´ÁË
437,402.58000,¹ö¶¯µ¯Ä»,25,0xffffff,0,340ae65b,45716176555212803,¾ÓÈ»
438,9.44900,¹ö¶¯µ¯Ä»,25,0xffffff,0,340ae65b,45715967220645893,1
439,12.32200,¹ö¶¯µ¯Ä»,25,0xffffff,0,6fc9f9a5,45715671131095045,1
440,12.57500,¹ö¶¯µ¯Ä»,25,0xffffff,0,20f77a42,45714449588813829,1
441,13.16000,¹ö¶¯µ¯Ä»,25,0xffffff,0,d0bf00c,45712996172300355,1
442,13.96700,¹ö¶¯µ¯Ä»,25,0xffffff,0,d1f6f825,45712233197993989,2
443,16.85200,¹ö¶¯µ¯Ä»,25,0xffffff,0,ee2384db,45712050363039751,1
444,9.36400,¹ö¶¯µ¯Ä»,25,0xffffff,0,7e2001de,45712002352414727,1
445,14.94000,¹ö¶¯µ¯Ä»,25,0xffffff,0,94f9437c,45711588324278279,1
446,9.45100,¹ö¶¯µ¯Ä»,25,0xffffff,0,653a555c,45710323077349379,0
447,13.68900,¹ö¶¯µ¯Ä»,25,0xffffff,0,be3283ed,45710217359917063,1
448,116.48400,¹ö¶¯µ¯Ä»,25,0xffffff,0,aee6e652,45710057104998405,ÎÒÊÇ1ÔõÃ´°ì°¡
449,148.01900,¹ö¶¯µ¯Ä»,25,0xffffff,0,b61f504,45708115141722119,±£»¤
450,32.17900,¹ö¶¯µ¯Ä»,25,0xffffff,0,b61f504,45708052469907461,i1p
451,10.84700,¹ö¶¯µ¯Ä»,25,0xffffff,0,d870cad2,45707488232210435,1
452,144.35700,¹ö¶¯µ¯Ä»,25,0xffffff,0,e2f58723,45705621037121541,ÔÝÍ£³É¹¦
453,12.04200,¹ö¶¯µ¯Ä»,25,0xffffff,0,50bdfe2e,45704225067368453,1
454,4.09900,¹ö¶¯µ¯Ä»,25,0xffffff,0,bfc9ee41,45703661456195589,1
455,12.45900,¹ö¶¯µ¯Ä»,25,0xffffff,0,3949abc2,45703529908666375,2
456,15.39100,¹ö¶¯µ¯Ä»,25,0xffffff,0,8d907149,45702751394988035,2
457,9.41800,¹ö¶¯µ¯Ä»,25,0xffffff,0,b533d8d,45702697399091203,1
458,8.17400,¹ö¶¯µ¯Ä»,25,0xffffff,0,2ccc31bd,45702668503482371,1
459,12.53900,¹ö¶¯µ¯Ä»,25,0xffffff,0,62cdff2a,45702442363912197,1
460,55.78400,¹ö¶¯µ¯Ä»,25,0xffffff,0,7a7e9bb9,45701754974109699,1ÊÇÒª¼õ·ÊÊÇ°É
461,26.78400,¹ö¶¯µ¯Ä»,25,0xffffff,0,7a7e9bb9,45701739679055875,1
462,12.95600,¹ö¶¯µ¯Ä»,25,0xffffff,0,d5bbb3b6,45696213970321415,1
463,9.57900,¹ö¶¯µ¯Ä»,25,0xffffff,0,e610b2d8,45679918597537795,1
464,11.73700,¹ö¶¯µ¯Ä»,25,0xffffff,0,37ec9097,45679033258082307,1
465,9.89700,¹ö¶¯µ¯Ä»,25,0xffffff,0,6cb8a2d6,45678764541083651,1
466,41.13000,¹ö¶¯µ¯Ä»,25,0xffffff,0,a62a153a,45676531963396101,27£¿ÔõÃ´°ì
467,13.12400,¹ö¶¯µ¯Ä»,25,0xffffff,0,ed768e87,45672665264422917,11
468,10.73500,¹ö¶¯µ¯Ä»,25,0xffffff,0,14513f4a,45671037892820997,1
469,10.23600,¹ö¶¯µ¯Ä»,25,0xffffff,0,9bcfbc10,45671034334478341,0
470,15.91400,¹ö¶¯µ¯Ä»,25,0xffffff,0,be4484a6,45670738316230661,2ºÃÉÙ°¡×Ô±Õ
471,9.07900,¹ö¶¯µ¯Ä»,25,0xffffff,0,1af68e03,45670658652766215,1
472,9.04900,¹ö¶¯µ¯Ä»,25,0xffffff,0,8a27aa09,45666989580484615,1
473,26.90600,¹ö¶¯µ¯Ä»,25,0xffffff,0,44764b85,45665788654256133,11111111
474,11.87200,¹ö¶¯µ¯Ä»,25,0xffffff,0,42917fb8,45665294059831301,1
475,11.82100,¹ö¶¯µ¯Ä»,25,0xffffff,0,73288618,45663643724939269,1
476,11.89300,¹ö¶¯µ¯Ä»,25,0xffffff,0,a84986f7,45663041744797703,1
477,15.01000,¹ö¶¯µ¯Ä»,25,0xffffff,0,459f8b9e,45660235686215685,111111
478,12.50600,¹ö¶¯µ¯Ä»,25,0xffffff,0,67c371b,45657156791304199,1
479,15.03300,¹ö¶¯µ¯Ä»,25,0xffffff,0,30779419,45655970793652229,1
480,14.62600,¹ö¶¯µ¯Ä»,25,0xffffff,0,14a3631a,45655426559639555,1
481,31.16600,¹ö¶¯µ¯Ä»,25,0xffffff,0,3231bd2d,45655320127602695,27
482,17.87600,¹ö¶¯µ¯Ä»,25,0xffffff,0,22205ffe,45655312158425091,2
483,14.64800,¹ö¶¯µ¯Ä»,25,0xffffff,0,318f7014,45653101221249027,2
484,10.85700,¹ö¶¯µ¯Ä»,25,0xffffff,0,ecf61e36,45651314967314435,2
485,18.13300,¹ö¶¯µ¯Ä»,25,0xffffff,0,c2cc1e0c,45649289240641543,2
486,10.95900,¹ö¶¯µ¯Ä»,25,0xffffff,0,e09ffa6f,45637846115024901,1
487,10.59800,¹ö¶¯µ¯Ä»,25,0xffffff,0,4279ac2a,45632687075491845,1
488,8.14600,¹ö¶¯µ¯Ä»,25,0xffffff,0,d7c9e49a,45631316522696707,1
489,379.32900,¹ö¶¯µ¯Ä»,25,0xffffff,0,a7181fd1,45629007541567493,ÎÒÎªÊ²Ã´Í»È»Õ¾ÁËÆðÀ´£¿
490,10.21700,¹ö¶¯µ¯Ä»,25,0xffffff,0,32f88ccd,45628220582133765,111
491,9.21000,¹ö¶¯µ¯Ä»,25,0xffffff,0,e95f66ce,45627174004719619,1111111
492,11.71300,¹ö¶¯µ¯Ä»,25,0xffffff,0,931f9181,45626871883235333,1
493,14.15600,¹ö¶¯µ¯Ä»,25,0xffffff,0,f35f5e8b,45618240140869639,2
494,10.93900,¹ö¶¯µ¯Ä»,25,0xffffff,0,afa468b0,45614626064302085,1
495,14.87300,¹ö¶¯µ¯Ä»,25,0xffffff,0,5c9f7358,45613855910395911,2
496,252.00300,¹ö¶¯µ¯Ä»,25,0xffffff,0,bf51de9f,45611485762158595,Ëû½ñÌìÖ¸¶¨ÊÇ²»ÐÐÁË
497,16.17800,¹ö¶¯µ¯Ä»,25,0xffffff,0,66b65ff4,45593555852853251,1
498,15.26100,¹ö¶¯µ¯Ä»,25,0xffffff,0,6b806c25,45590233838256135,1
499,12.98100,¹ö¶¯µ¯Ä»,25,0xffffff,0,270d2de5,45589638737821699,1
500,9.44300,¹ö¶¯µ¯Ä»,25,0xffffff,0,d43d0ab,45587756205211653,1
501,22.84900,¹ö¶¯µ¯Ä»,25,0xe70012,0,a2628e5a,45587532537135109,1
502,13.22700,¹ö¶¯µ¯Ä»,25,0xffffff,0,197c41e7,45585741690437637,1
503,10.97900,¹ö¶¯µ¯Ä»,25,0xffffff,0,e7ae5fcd,45580305699962883,111
504,14.61100,¹ö¶¯µ¯Ä»,25,0xffffff,0,3184f93b,45580061485039683,2
505,10.97000,¹ö¶¯µ¯Ä»,25,0xffffff,0,f3ed7ca1,45579787214782467,0
506,13.25200,¹ö¶¯µ¯Ä»,25,0xffffff,0,5cecb239,45579720537407493,2
507,13.53100,¹ö¶¯µ¯Ä»,25,0xffffff,0,82ceaea2,45578776864096259,1
508,14.23100,¹ö¶¯µ¯Ä»,25,0xffffff,0,75d5f4f9,45571722530258947,2
509,8.65900,¹ö¶¯µ¯Ä»,25,0xffffff,0,ecae0eb0,45569832711618567,0
510,11.09900,¹ö¶¯µ¯Ä»,25,0xffffff,0,49bcd3b3,45569272246173699,1
511,13.32000,¹ö¶¯µ¯Ä»,25,0xffffff,0,6615c3c3,45567483229765635,1
512,9.76600,¹ö¶¯µ¯Ä»,25,0xffffff,0,88b35f3a,45564924688596997,0
513,17.49700,¹ö¶¯µ¯Ä»,25,0xffffff,0,ba57b74c,45562056321007623,1
